"NAME","PHYLUM","CLASS","Sage1_L_100_16","Sage1_L_113_16","Sage1_L_20_16","Sage1_L_40_16","Sage1_L_60_16","Sage1_L_80_16","Sage1_R_100_16","Sage1_R_113_16","Sage1_R_20_16","Sage1_R_40_16","Sage1_R_60_16","Sage1_R_80_16","Sage2_L_100_16","Sage2_L_115_16","Sage2_L_20_16","Sage2_L_40_16","Sage2_L_60_16","Sage2_L_80_16","Sage2_R_100_16","Sage2_R_115_16","Sage2_R_20_16","Sage2_R_40_16","Sage2_R_60_16","Sage2_R_80_16"
"scaffold_5188166","Pseudomonadota","GammaPseudomonadota",0,0,0.827144851,0,0.776175604,0,0,0.652323533,1.652411869,0,0,0.826019726,0,0.826716974,0.889080224,0.677237476,0.917743194,0,0,0,1.297911377,0,0,0
"scaffold_5194839","Bacillota","Actinomycetia",0,0,0.873395166,0.705269135,0.619008363,0,0,0,1.721717496,0,0,0,0.769372815,0.941393043,0.889080224,0.613213852,0.959865806,0.692861394,0,0,1.317983276,0,0,0.923540965
"scaffold_5196830","Pseudomonadota","Undefined",0,0,0.869164625,0,0,0,0,0,1.71688066,0,0,0,0,0,0.889080224,0.756983383,0.827721444,0,0,0,1.298583212,0,0,0
"scaffold_5200157","Pseudomonadota","GammaPseudomonadota",0,0,0.83058314,0.675612788,0,0,0,0,1.688508233,0.906841034,0,0,0.740722893,0.879077367,0.889080224,0.782191849,1.039751377,0.708860933,0,1.241320222,1.184627737,1.176829939,1.080994717,0.905915108
"scaffold_5209233","Pseudomonadota","Undefined",0,0,0.872865515,0,0,0,0,0,1.724924315,0,0,0,0.841801059,1.010427804,0.889080224,0.783694045,0,0,1.377472689,1.604949937,1.234964898,1.179561642,0,0
"scaffold_5214177","Bacillota","Actinomycetia",0,0,0.86560039,0,0,0,0,0,1.420415473,0,0,0.742504487,0,0,0.882306648,0,0,0,0,0,0,0,0,0
"scaffold_5218972","Pseudomonadota","GammaPseudomonadota",0,0,0.873395166,0.839137203,0,0,0,0,1.736861508,0.847910948,0,0,0.858287116,1.03063636,0.888459358,0.795921667,1.069546432,0.780689721,1.250568228,1.465715624,1.318379662,1.412956426,1.365876834,0.997273156
"scaffold_5219148","Pseudomonadota","Undefined",0,0,0.849558629,0.857893076,0,0,0,0,0,0.994226099,0,0,0,0.875331698,0.880162461,0.766401829,1.057769791,0,0,1.277358796,1.240267128,1.3710566,1.369075489,0.912148353
"scaffold_5228208","Pseudomonadota","Actinomycetia",0,0,0.821965671,0.710681569,0,0,0,0,1.352093744,0.840731174,0,0,0,0,0.81320282,0.644995924,0,0,0,0,1.092664856,0,0,0
"scaffold_5230095","Pseudomonadota","Undefined",0,0,0.687428611,0,0,0,0,0,0,0,0,0,0,0.839848538,0.889080224,0.785593235,0.981225715,0,1.20731719,0,1.313491602,1.286554191,0,0
"scaffold_5244746","Pseudomonadota","GammaPseudomonadota",0,0,0.672700107,0,0,0,0,0,0,0,0,0,0.720020492,0,0.875027893,0.681734729,0.854097375,0.680665334,0,0,1.261476953,1.212234217,1.139679955,0
"scaffold_5252045","Pseudomonadota","AlphaPseudomonadota",0,0,0.716696969,0,0,0,0,0,1.489138763,0,0,0,0,0,0.874735593,0,0,0,0,0,1.260096985,0,0,0
"scaffold_5253313","Pseudomonadota","Undefined",0,0,0.844776963,0,0,0,0,0,1.718070116,0,0,0,0,0.802526427,0.889080224,0.726539933,0.879091773,0.755143852,1.115651882,0,1.022508368,1.301043958,1.092786871,0.888508836
"scaffold_5257002","Pseudomonadota","GammaPseudomonadota",0,0,0.826026563,0,0,0,0,0,1.47054662,0,0,0,0,0,0.861101135,0,0,0,0,0,1.116231056,0,0,0
"scaffold_5260611","Pseudomonadota","Actinomycetia",0,0,0.758222177,0,0,0,0,0,1.547190505,0.818172747,0,0,0.698374755,0,0.887553644,0.727043831,0,0,0,0,1.268578232,0,0,0
"scaffold_5262353","Pseudomonadota","Actinomycetia",0,0,0.857001931,0,0,0,0,0,1.505038491,0.997087134,0,0,0.771841689,0.94716807,0.889080224,0.706010461,0,0.686088416,1.208183797,0,1.312422437,1.233863701,1.11131949,0.895662961
"scaffold_5262708","Pseudomonadota","Undefined",0,0,0.812814602,0,0,0,0,0,1.685403429,0,0,0,0.80249794,0,0.889080224,0.656378761,0.931428503,0,0,0,1.303674835,1.125404614,1.068396608,0
"scaffold_5262730","Pseudomonadota","AlphaPseudomonadota",0,0,0.731228717,0,0,0,0,0,0,0,0,0,0,0.823000314,0.889080224,0.707701699,0.864761841,0.678868761,0,0,1.116647814,0,0,0
"scaffold_5265225","Pseudomonadota","AlphaPseudomonadota",0,0,0.810213388,0,0,0,0,0,1.392568748,0,0,0,0.692477978,0.829625723,0.886873288,0.623754214,0,0,0,0,1.251525658,0,0,0
"scaffold_5266710","Pseudomonadota","Actinomycetia",0,0,0.828019925,0,0,0,0,0,1.704501494,0,0,0,0,0,0.885257594,0.610273152,0,0,0,0,1.214458656,0,0,0
"scaffold_5276605","Pseudomonadota","GammaPseudomonadota",0,0,0.734158256,0,0.616464518,0,0.658745204,0,0,0,0,0,0,0,0.889080224,0.641412084,0,0,0,0,1.232901194,0,0,0
"scaffold_5278879","Pseudomonadota","AlphaPseudomonadota",0,0,0.813841629,0,0,0,0,0,1.671894157,0,0,0,0,0,0.889080224,0,0,0,0,0,1.131911001,0,0,0
"scaffold_5282733","Pseudomonadota","AlphaPseudomonadota",0,0,0.748032396,0,0,0,0,0,1.676425046,0,0,0,0,0,0.82123029,0,0,0,0,0,1.014459004,0,0,0
"scaffold_5298469","Pseudomonadota","GammaPseudomonadota",0,0,0.835862069,0,0.626235354,0,0,0,1.700288145,0.786273224,0.942195694,0,0.765424952,0.93851244,0.889080224,0.749404544,1.046923368,0.754041178,1.190143409,1.411399803,1.283819645,1.292719901,1.307483432,0.950159031
"scaffold_5307879","Actinomycetota","Actinomycetia",0,0,0.712310138,0.783313166,0.62741256,0,0,0,1.349329655,0.842297033,0,0,0,0,0.889080224,0,0.942013769,0,0,0,0,0,0,0
"scaffold_5315315","Pseudomonadota","Actinomycetia",0,0,0.777797652,0.769986301,0,0,0,0,1.707738539,0.946934796,0,0,0.847594894,1.03063636,0.889080224,0.775161717,0.982995292,0.856311084,0,1.534252211,1.299957962,1.144856504,1.069933731,0.903652151
"scaffold_5338841","Pseudomonadota","GammaPseudomonadota",0,0,0.809663351,0.772792632,0,0,0.734698875,0.617949579,1.421798757,0,0,0,0,0,0.83791014,0.604098819,0,0.667389919,0,1.281811582,1.290602906,1.129383677,0,0
"scaffold_5348541","Pseudomonadota","Undefined",0,0,0.823526819,0,0,0,0,0,1.570033828,0,0,0,0.833921833,0.918443288,0.889080224,0.764917248,0,0,1.266164334,1.309465327,0,0,0,0
"scaffold_5353086","Pseudomonadota","GammaPseudomonadota",0,0,0.674944077,0,0,0,0,0,1.407060025,0,0,0,0,0,0.889080224,0,0,0,0,0,1.253810284,0,0,0
"scaffold_5373852","Actinomycetota","Actinomycetia",0,0,0.849007169,0.780660998,0,0,0,0,0,1.001263415,0.836769001,0,0,0,0.867357496,0.632940616,0,0,0,0,1.175727761,0,0,0
"scaffold_5389929","Pseudomonadota","GammaPseudomonadota",0,0,0.742065575,0,0,0,0,0,0,0,0,0,0,0,0.684743938,0,0.859798051,0,0,0,0,0,0,0
"scaffold_5390075","Pseudomonadota","Undefined",0,0,0.827989301,0,0,0,0,0,0,0,0,0,0,0,0.889080224,0,0,0,0,0,1.025675186,0,0,0
"scaffold_5403548","Pseudomonadota","AlphaPseudomonadota",0,0,0.655046375,0,0,0,0,0.716777155,1.628583882,0,0,0,0,0.779533481,0.889080224,0,0,0,0,0,1.318379662,0,0,0
"scaffold_5414556","Bacillota","Actinomycetia",0,0,0.784565605,0,0,0,0,0,1.416613421,0,0,0,0,0,0.88674668,0,0,0,0,0,1.318379662,0,0,0
"scaffold_5433349","Pseudomonadota","Undefined",0,0,0.854133522,0,0,0,0,0,1.606387418,0,0,0,0,0,0.889080224,0,0,0,0,0,0,0,0,0
"scaffold_5435042","Pseudomonadota","Clostridia",0,0,0.659790689,0,0,0,0,0,1.463035944,0.814899358,0,0,0,0,0.885036909,0.790693278,0.828964832,0,0,0,1.256424478,1.104833982,0,0
"scaffold_5443451","Pseudomonadota","Actinomycetia",0,0,0.819116371,0,0,0,0,0,0,0,0,0,0,0,0.873383187,0,0,0,0,0,0,0,0,0
"scaffold_5446185","Pseudomonadota","GammaPseudomonadota",0,0,0.718731439,0,0,0,0,0,1.531267106,0,1.078481466,0,0,0.79347288,0.865085162,0.749568275,0,0.776214709,0,1.279932144,1.289664953,0,0,0
"scaffold_5462652","Pseudomonadota","Undefined",0,0,0.791474054,0,0,0,0,0,1.366142914,0.979190445,0,0,0,0,0.889080224,0,0,0,0,0,0,0,0,0
"scaffold_5466767","Pseudomonadota","Actinomycetia",0,0,0.749740113,0,0,0,0,0,1.453424347,0,0,0,0,0,0.889080224,0,0,0,0,0,1.101269449,0,0,0
"scaffold_5478498","Pseudomonadota","Undefined",0,0,0.68042024,0,0,0,0,0,1.428794329,0,0,0,0,0,0.870047926,0,0,0,0,0,1.252863853,0,0,0
"scaffold_5495884","Actinomycetota","Actinomycetia",0,0,0.844305082,0,0.619340524,0,0,0,1.655596774,0.830536851,0,0,0.798887958,0.966068341,0.889080224,0.745427033,1.041814961,0.810368003,0,0,1.062231353,1.193328106,1.297023363,1.063047792
"scaffold_5517520","Actinomycetota","Actinomycetia",0,0,0.738915447,0,0,0,0,0.680591101,0,0,0,0,0,0,0.889080224,0,0,0,0,0,1.268176463,0,0,0
"scaffold_5528996","Pseudomonadota","GammaPseudomonadota",0,0,0.866006036,0,0,0,0,0,1.714820118,0,0,0,0,0,0.889080224,0,0,0,0,0,1.258149119,0,0,0
"scaffold_5529105","Actinomycetota","Actinomycetia",0,0,0.869700601,0,0,0,0,0,0,0,0,0,0,0,0.889080224,0.646433842,0,0,0,0,1.286033629,0,0,0
"scaffold_5549513","Pseudomonadota","Undefined",0,0,0.873395166,0,0,0,0,0,1.718578755,0,0,0,0,0,0.889080224,0.645115457,0,0,0,0,1.294093721,0,0,0
"scaffold_5579700","Pseudomonadota","GammaPseudomonadota",0,0,0.86614373,0,0,0,0,0,1.623100283,0,0,0,0,0,0.889080224,0,0,0,0,0,0,0,0,0
"scaffold_5631755","Bacillota","Actinomycetia",0,0,0.815866143,0.747733461,0.727575602,0,0,0.598473127,1.305246223,0.808897658,0,0,0.718389777,0,0.889080224,0,0,0,0,0,1.267065483,0,0,0
"scaffold_5646527","Pseudomonadota","GammaPseudomonadota",0,0,0.820850483,0,0,0,0,0,0,0,0,0,0,0,0.889080224,0,0,0,0,0,0,0,0,0
"scaffold_5651142","Pseudomonadota","Undefined",0,0,0.844969156,0,0,0.640141111,0,0,1.514017239,1.036734974,0,0,0.898105588,1.029512562,0.867860121,0.795921667,0.969203227,0.851242578,1.446782298,1.609297068,1.245732503,1.384350034,1.102764205,1.152578666
"scaffold_5651234","Pseudomonadota","GammaPseudomonadota",0,0,0.835431598,0.696099945,0.631816545,0,0,0,1.498724457,0.78617414,0,0,0.84188204,1.011455419,0.889032768,0.795921667,1.077687061,0.821913403,1.37468296,1.532234097,1.31331294,1.414248091,1.390442928,1.132824616
"scaffold_5651666","Pseudomonadota","Undefined",0,0,0.870012596,0.885975825,0.631191559,0,0,0,1.727994509,0.986942347,0,0,0.898659871,1.03063636,0.889080224,0.795921667,1.092952301,0.873396626,1.447069977,1.616175516,1.318302299,1.413318869,1.419745192,1.151590464
"scaffold_5651715","Pseudomonadota","Undefined",0,0,0.717634498,0,0,0,0,0,0,0,0,0,0,0.823024574,0.807142348,0.751424475,0.891698854,0,0,0,1.133108877,1.186351222,0,0
"scaffold_5651999","Pseudomonadota","Actinomycetia",0,0,0.782605648,0.852625024,0.738791904,0,0,0,1.577802618,1.035881801,0,0,0.874433022,1.001868044,0.831567724,0.795813161,1.0758173,0.836098443,1.216792379,1.411590888,0,1.359034606,1.357083046,1.103708788
"scaffold_5653505","Pseudomonadota","Undefined",0,0,0.867652403,0,0,0,0,0,1.610188692,1.018024782,0,0,0,0.803851962,0.848629308,0.795921667,0,0,0,0,1.067238375,1.384986259,0,0
"scaffold_5657762","Pseudomonadota","GammaPseudomonadota",0,0,0.847354549,0.757928947,0,0,0,0,1.516951743,0.97309224,0,0,0.833987485,1.013967025,0.88740984,0.795921667,1.078578398,0.846357145,1.342576285,1.361383703,1.290594826,1.400756674,1.392027572,1.099920598
"scaffold_5659031","Pseudomonadota","Undefined",0,0,0.679508219,0,0,0,0,0,0,0.999141957,0,0,0.702807047,0.951349803,0.883636094,0.795921667,1.065710971,0.762517813,0,1.243301125,1.264143603,1.391098444,1.244404518,0.881554704
"scaffold_5659434","Pseudomonadota","AlphaPseudomonadota",0,0,0.700027999,0.706063668,0,0,0,0,0,0.855865768,0,0,0,0.832538193,0,0.638790846,0.89128102,0.675925945,1.113260709,1.230902058,0,1.100306523,1.119307539,0.900699231
"scaffold_5660348","Pseudomonadota","AlphaPseudomonadota",0,0,0.873395166,0,0,0.64323772,0.598141834,0,1.714001528,0.810033432,0,0,0.826921357,1.025131769,0.889080224,0.795921667,1.04781655,0.750279772,1.293616401,1.54736826,1.318379662,1.256996896,0,0.980622042
"scaffold_5663625","Pseudomonadota","AlphaPseudomonadota",0,0,0.852292917,0.779428208,0,0,0,0,1.669743042,0.962812781,0,0,0.88674045,1.029306316,0.718186614,0.795921667,0.867591617,0.739644461,1.424146067,1.593973562,0,1.411636954,1.192756966,1.086393165
"scaffold_5667038","Pseudomonadota","AlphaPseudomonadota",0,0,0.826109105,0.861921859,0.6618971,0,0,0,0,0.865962757,0,0,0.852934963,1.014276065,0.889026562,0.794960873,1.092622462,0.842768702,1.413454268,1.444298232,1.311138441,1.371080215,1.41580336,1.156973301
"scaffold_5676116","Pseudomonadota","Undefined",0,0,0.857384505,0.886160248,0,0,0,0,1.431150138,1.037138474,0,0,0.890841795,1.002616885,0.676927479,0.795921667,1.092782508,0.857385937,1.421393347,1.474853544,0,1.407022824,1.419524632,1.11695927
"scaffold_5678051","Pseudomonadota","Undefined",0,0,0.872747607,0,0,0,0,0,1.731871451,1.04023415,0,0,0.890581093,1.018028019,0.888668232,0.795331549,1.086976009,0.837214207,1.432948285,1.597690128,1.31789092,1.412700383,1.37829758,1.146659087
"scaffold_5680193","Pseudomonadota","AlphaPseudomonadota",0,0,0.867943813,0.853157915,0,0,0,0,1.655116508,1.042606529,0,0,0.888654548,1.016727637,0.888780265,0.795921667,1.089264877,0.757739346,1.356370668,1.522848985,1.210516278,1.358923828,1.166595619,1.06211167
"scaffold_5685174","Pseudomonadota","Undefined",0,0,0.869895647,0.893318857,0.767973755,0.721787578,0,0,1.315721096,1.039841389,1.001910243,0,0.852177464,1.029635256,0.772061895,0.792925848,1.002846107,0.799800552,1.275444734,1.480919008,0,1.295959233,1.293043794,1.124150295
"scaffold_5685452","Pseudomonadota","GammaPseudomonadota",0,0,0.828807909,0,0.774283629,0.792421617,0.758950903,0.757312086,1.696208833,0,0.994871842,0.915581388,0.871001154,0.994546993,0.889080224,0.795921667,1.079859433,0.773598264,1.41675724,1.515771699,1.291409492,1.411927426,1.330520513,1.125600596
"scaffold_5686892","Pseudomonadota","Undefined",0,0,0.838347206,0.831419466,0.714104918,0,0,0,1.693494179,0.887975859,0,0,0.85089803,1.007843617,0.886701733,0.795921667,1.048898935,0.844735135,1.366891648,1.550850151,1.248310616,1.327504929,1.256425119,0.981907566
"scaffold_5694441","Bacillota","Actinomycetia",0,0,0.817996645,0.750878111,0,0,0,0,1.382362875,0.859925348,0,0,0.845045036,0.997626655,0.76438193,0.795921667,1.030720141,0.805930987,1.41134018,1.511276767,1.140921399,1.37845013,1.298485816,1.086599947
"scaffold_5738460","Pseudomonadota","AlphaPseudomonadota",0,0,0.780167592,0,0,0,0,0,1.418111643,0,0,0,0,0,0.876038161,0.771080167,0,0,0,0,1.24349043,1.164877377,0,0
"scaffold_5743172","Pseudomonadota","Undefined",0,0,0.695116823,0.752907169,0.651352521,0,0,0,0,0,0.944036612,0,0.723036387,0,0,0.795921667,1.020816041,0.70945901,0,0,0,1.411996574,1.419745192,1.14008529
"scaffold_5767791","Pseudomonadota","Actinomycetia",0,0,0.773689565,0.713413567,0,0,0,0,1.599097103,0.932170909,0,0,0.806728765,0.979066342,0.876887501,0.754621062,0.905392288,0.815450741,1.30819494,1.492101025,1.308606647,1.199878235,1.095592843,0.950366462
"scaffold_5768263","Bacillota","Actinomycetia",0,0,0.671842436,0,0,0,0,0,1.432216903,0,0,0,0,0.990805003,0.692498012,0.781724625,0,0.820817564,1.163115119,1.368459951,0,1.153071542,0,0.994135459
"scaffold_5778899","Pseudomonadota","Undefined",0,0,0.736519804,0.815052574,0,0,0,0,1.479480112,0.976780109,0,0,0.724612383,0.876810038,0,0.772445655,1.040130157,0.755143564,1.290795008,1.328202302,1.131913739,1.319284752,1.33801146,0
"scaffold_5788092","Actinomycetota","Actinomycetia",0,0,0.785999265,0,0,0,0,0,0,0.937406797,0,0,0.720842408,0,0.808724362,0.795407838,0,0.670976104,1.236485806,0,0,0,0,0.989828289
"scaffold_5838247","Pseudomonadota","AlphaPseudomonadota",0,0,0.837039768,0,0,0,0,0,1.317708111,0.884958447,0,0,0,0,0,0.65432807,0,0,0,0,0,0,0,0
"scaffold_5845993","Pseudomonadota","Undefined",0,0,0.872062417,0.735651402,0,0,0,0,1.714775273,0,0,0,0,0,0.833003954,0.795921667,0,0,0,0,1.310332583,0,0,0
"scaffold_5846031","Pseudomonadota","AlphaPseudomonadota",0,0,0.689475737,0.785060824,0,0,0,0,0,0.96195459,0,0,0.820038559,0.836671226,0,0.791873236,0.831666654,0.832525573,0,0,0,1.065380818,1.296257691,0.999800821
"scaffold_5848686","Pseudomonadota","Actinomycetia",0,0,0.808417075,0.865746074,0,0,0,0,0,1.043134431,0,0,0.680104315,0,0.863078391,0.795921667,0.841724681,0,0,0,0,0,0,0.877259284
"scaffold_5870786","Bacillota","Actinomycetia",0,0,0.724395772,0.759807521,0,0,0,0,1.391013605,0.991635748,0,0,0.816829076,0.858204056,0.861281227,0.795921667,1.082760206,0.69229738,1.277762342,1.225340552,1.311870931,1.243598478,1.091093261,0.949322645
"scaffold_5886849","Pseudomonadota","GammaPseudomonadota",0,0,0.710040706,0,0,0,0,0,1.307379402,0.796564502,0,0,0,0,0,0.795921667,0,0,0,0,0,1.232519261,0,0
"scaffold_5899013","Bacillota","Actinomycetia",0,0,0.665912073,0.674575865,0,0,0,0,0,0.96465216,0,0,0.886415098,0,0,0.795921667,0,0,1.1183709,0,1.108282429,1.196434956,1.087518088,1.050619942
"scaffold_5905969","Pseudomonadota","GammaPseudomonadota",0,0,0.812289111,0.790938168,0.66298492,0,0,0,1.571346358,0.895912804,0.963059329,0,0.703534688,0.850989853,0.668686996,0.795921667,1.058014742,0.720631233,0,1.53473149,0.996338791,1.339209293,1.29986321,0.997716189
"scaffold_596897","Pseudomonadota","GammaPseudomonadota",0,0,0.873395166,0.898289577,0.728519798,0,0,0,1.73091974,1.043134431,0,0,0.898624123,1.029570425,0.876772658,0.795921667,1.092952301,0.870547724,1.408604799,1.528804608,1.245011065,1.41016641,1.412290386,1.157602129
"scaffold_5987137","Pseudomonadota","GammaPseudomonadota",0,0,0.810242949,0.710832896,0,0,0,0,0,0.948852577,0,0,0.800541548,0.982197196,0,0.781534074,0.856659649,0,0,1.342473206,0,1.118738207,0,0
"scaffold_6003838","Pseudomonadota","GammaPseudomonadota",0,0,0.660286746,0,0,0,0,0,0,0,0,0,0,0,0.739714747,0.744275195,1.068664472,0,0,0,0,1.332559688,1.147154115,0
"scaffold_600538","Pseudomonadota","GammaPseudomonadota",0,0,0.873395166,0.833265384,0,0,0,0,1.71020968,1.034353607,0,0,0,0,0.8589102,0.724316982,0.845745456,0,0,0,1.24034851,0,0,0
"scaffold_600652","Pseudomonadota","Undefined",0,0,0.873395166,0,0,0,0,0,1.736861508,0,0,0,0,0,0.88845587,0,0,0,0,0,1.198683274,0,0,0
"scaffold_600697","Undefined","Undefined",0,0,0.873395166,0,0,0,0,0,1.728464936,0,0,0,0,0,0.889080224,0.792120839,0,0,0,0,1.155855674,0,0,0
"scaffold_603220","Pseudomonadota","GammaPseudomonadota",0,0,0.869266152,0,0,0,0,0,1.706610125,0.86430397,0,0,0.820175269,0.888311608,0,0,0,0,1.283448732,1.479539031,0,1.06571947,0,0.88166711
"scaffold_6063806","Bacillota","Actinomycetia",0,0,0.818309662,0,0,0,0,0,0,0.79208963,0,0,0.761437119,0.851878684,0.82120024,0.795921667,0.880710941,0.86542371,1.20982661,1.268087834,1.289933296,1.276953776,1.070994506,0.999092294
"scaffold_606624","Pseudomonadota","Undefined",0,0,0.873395166,0,0,0,0,0,1.663818368,1.012739706,0,0,0,0,0.856363995,0.712360651,0.845897147,0,0,0,1.258975351,0,0,0
"scaffold_6075410","Pseudomonadota","Undefined",0,0,0.771511368,0,0,0,0,0,0,0,0,0,0.706469721,0,0,0.794576069,1.087409009,0.843865041,0,1.453128969,1.159015087,1.327001954,0,1.030393104
"scaffold_610511","Pseudomonadota","AlphaPseudomonadota",0,0,0.869141372,0,0,0,0,0,1.684595541,0,0,0,0,0,0.815003093,0,0,0,0,0,1.298887181,0,0,0
"scaffold_610521","Pseudomonadota","GammaPseudomonadota",0,0,0.873395166,0.847944328,0.672552972,0,0,0,1.725377127,1.024620474,0,0,0.830326068,0.888244631,0.88382031,0.795644681,1.087246964,0.81458255,1.303616552,1.497297722,1.312415181,1.411074097,1.407393137,1.116108125
"scaffold_618908","Pseudomonadota","Actinomycetia",0,0,0.871199858,0.686227472,0,0,0,0,1.52428739,0.818453117,0,0,0.687721533,0.863845441,0.863466738,0.725439818,0.903186027,0.745561891,0,1.268163675,1.18098472,1.129613846,1.108180847,0.927290336
"scaffold_6190657","Pseudomonadota","Clostridia",0,0,0.759662794,0,0,0,0,0,0,0.794275322,0,0,0,0,0,0.795921667,0.982136063,0,0,0,1.21222782,1.176686594,0,0
"scaffold_6215847","Pseudomonadota","AlphaPseudomonadota",0,0,0.872194738,0.890592094,0.801873341,0,0,0,1.735037944,1.02031431,1.100680515,0,0.895246044,1.03063636,0.888825644,0.795921667,1.092952301,0.873396626,1.445468607,1.613964939,1.315535777,1.413598312,1.419745192,1.156961288
"scaffold_6216849","Pseudomonadota","AlphaPseudomonadota",0,0,0.726030357,0,0,0,0,0,1.374149482,0.805875541,0,0,0,0,0.68518104,0.744735584,1.092952301,0.837028016,0,0,1.013431721,1.388946808,1.399461521,0.897724825
"scaffold_6217905","Pseudomonadota","Undefined",0,0,0.873121989,0.716715611,0,0,0,0,1.731429005,0.91273583,0,0,0.846472669,1.024404081,0.889080224,0.795921667,1.088052447,0.854456262,1.430349422,1.606372911,1.309651401,1.413609726,1.353505712,1.127308834
"scaffold_6218077","Pseudomonadota","GammaPseudomonadota",0,0,0.749223756,0.769533604,0.761252224,0,0,0,1.431110495,0.950059911,1.000998714,0,0.872277638,1.024219947,0,0.743956622,1.092952301,0.870959131,1.432128676,1.572344981,0,1.345238958,1.416773499,1.152103791
"scaffold_6218214","Pseudomonadota","Undefined",0,0,0.663389761,0.743774464,0,0,0,0,0,0.850442233,0,0,0.754750279,0.894847466,0.800478929,0.794635624,1.092618196,0.866378634,1.230351901,1.326679035,1.179454376,1.40772655,1.419745192,0.991183237
"scaffold_6218595","Pseudomonadota","AlphaPseudomonadota",0,0,0.722869239,0.785953998,0.651933276,0,0,0,1.411538289,0.94473779,0.921997997,0,0.887083533,1.014308493,0.765314642,0.777813747,1.092952301,0.870266334,1.358071396,1.497618589,1.076439326,1.396054899,1.3753505,1.123027995
"scaffold_621909","Euryarchaeota","Undefined",0,0,0.873395166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"scaffold_6219369","Pseudomonadota","Undefined",0,0,0.682159769,0.835299138,0.72968961,0,0,0,0,1.001504965,0.9515666,0,0.858708688,1.003719951,0,0.736286905,1.091722883,0.846058931,1.353964062,1.540793985,0,1.329542744,1.323438321,1.117122571
"scaffold_6220486","Pseudomonadota","GammaPseudomonadota",0,0,0.772966171,0.891509089,0.792092116,0,0,0,1.477318847,1.012217178,1.097238148,0,0.874773266,1.019603477,0.685197787,0.693388502,1.089609452,0.87326942,1.390671757,1.567062321,0,1.3411496,1.402996086,1.154735942
"scaffold_6222800","Pseudomonadota","GammaPseudomonadota",0,0,0.806601218,0.797866961,0.642053842,0,0,0,1.619237033,0.890972612,0,0,0.888004107,1.024074932,0.867500607,0.792628024,1.075817842,0.862414876,1.421094006,1.507911499,1.230144957,1.365540139,1.386415188,1.145626299
"scaffold_6224089","Pseudomonadota","GammaPseudomonadota",0,0,0.771597135,0.841174679,0.780114835,0,0,0,1.517371694,0.971149119,0.882657035,0,0.694623428,0.894739169,0.726581346,0.710354343,0.993965957,0.785720718,0,0,1.002932901,1.076698887,1.278317254,0.876613431
"scaffold_6226493","Pseudomonadota","GammaPseudomonadota",0,0,0.715376769,0,0,0,0,0,1.421157225,0,0,0,0.818753746,1.016955347,0.873094514,0.783623397,1.092952301,0.868550556,1.343079315,1.457823821,1.270970588,1.358349961,1.413363418,1.096949566
"scaffold_6226736","Pseudomonadota","AlphaPseudomonadota",0,0,0.763387747,0.836872916,0.808785894,0,0,0,1.399015727,0.982574266,0.916785236,0,0,0.947323833,0,0.745224899,0.98018834,0.659079794,1.196843791,1.229726678,0,1.260694095,0,0
"scaffold_6227041","Pseudomonadota","Actinomycetia",0,0,0.684206007,0.690024744,0,0,0,0,0,0.88928393,0,0,0.815254936,0.967530875,0,0,1.082579076,0.858211584,0,0,0,1.100557844,1.410682481,1.052303699
"scaffold_6228455","Pseudomonadota","GammaPseudomonadota",0,0,0.782035839,0.868360182,0.795921761,0.707026175,0.608668632,0.632322429,1.687236893,1.001857982,1.103346616,0.814211199,0.891891721,1.009567763,0.878876793,0.789546682,1.092952301,0.87015989,1.419324095,1.419766624,1.300885323,1.37572522,1.419745192,1.149714105
"scaffold_623551","Undefined","Undefined",0,0,0.873395166,0,0,0,0,0,1.716292328,0,0,0,0,0,0.816429188,0,0,0,0,0,0,0,0,0
"scaffold_624115","Pseudomonadota","AlphaPseudomonadota",0,0,0.867958663,0.732768868,0,0,0,0,1.729376828,0.965217758,0,0,0,0,0.879927615,0.692453756,0,0,0,0,1.207278479,0,0,0
"scaffold_6242273","Pseudomonadota","AlphaPseudomonadota",0,0,0.806873065,0.888859309,0,0,0,0,1.623042797,1.043134431,0,0,0.880713088,1.030547259,0.817289706,0.795164761,1.092952301,0.862221498,1.42480313,1.618692627,1.125301496,1.411094287,1.412748955,1.145893004
"scaffold_624905","Pseudomonadota","GammaPseudomonadota",0,0,0.867761974,0.865530048,0.759942044,0,0,0,1.625584871,1.000972483,0.970033942,0,0.855897211,0.959140302,0.866652516,0.753826914,0.999588452,0.812808412,1.280049476,1.411048955,1.230323918,1.347785992,1.363582131,1.136032933
"scaffold_625795","Pseudomonadota","Undefined",0,0,0.873395166,0.687698617,0.695490098,0,0,0,1.724030716,0,0,0,0.706358608,0,0,0.605417885,0.940353445,0,0,0,0,1.077160102,1.166980904,0
"scaffold_6265152","Pseudomonadota","Undefined",0,0,0.737895377,0.684773764,0,0,0,0,1.394480636,0,0,0,0.735230482,0.835801197,0.734579081,0.680125251,1.056635071,0.813196185,1.184103508,0,1.10318837,1.253603683,1.388506973,1.074173686
"scaffold_6267305","Pseudomonadota","AlphaPseudomonadota",0,0,0.801885245,0,0,0,0,0,0,0,0,0,0,0,0,0.695044396,1.081039259,0,0,0,1.016606066,1.34149823,0,0
